script,matches_probe,readable
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/14871772/analysis - Replication/scripts/StackedRD.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/14871772/analysis - Replication/scripts/estimate_moral_hazard_did.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/14871772/analysis - Replication/scripts/estimate_notch_orig_matching.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/14871772/analysis - Replication/scripts/get_sum_stats.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/14871772/analysis - Replication/scripts/spec_curve_MH_run_models.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/15778726/replication/code/2_descriptive/Table_4.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/15778726/replication/code/2_descriptive/Table_5.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/17713448/ReplicationPackage_pub/Do/Analysis/Master.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/17713448/ReplicationPackage_pub/Do/Cleaning/International Prices/1_Creating_Price_Shocks.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/8408320/replication/loan_analysis.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/8408320/replication/three_period_sim.R,False,True
