rank,language,fname,packages,scripts,share,calls
1,R,rnorm,stats,690,0.0739,2467
2,R,lm,stats,643,0.0688,3948
3,R,quantile,stats,420,0.0450,2258
4,R,runif,stats,413,0.0442,1018
5,R,sd,stats,343,0.0367,1493
6,Python,randn,numpy.random,316,0.0507,1590
7,Python,seed,numpy.random,252,0.0404,1036
8,Python,RandomState,numpy.random,230,0.0369,1047
9,Python,rand,numpy.random,223,0.0358,1079
10,R,glm,stats,206,0.0220,1226
11,R,pnorm,stats,188,0.0201,2338
12,R,median,stats,185,0.0198,1018
13,Python,randint,numpy.random,147,0.0236,389
14,R,coeftest,lmtest,120,0.0128,904
15,R,feols,fixest,117,0.0125,1054
16,R,qnorm,stats,117,0.0125,455
17,R,cor,stats,116,0.0124,288
18,R,var,stats,114,0.0122,481
19,R,weighted.mean,stats,103,0.0110,591
20,R,dnorm,stats,99,0.0106,267
21,Python,random,numpy.random,98,0.0157,565
22,R,optim,stats,85,0.0091,151
23,Python,normal,numpy.random,84,0.0135,273
24,R,vcovHC,plm;sandwich,76,0.0081,445
25,R,rbinom,stats,74,0.0079,171
26,Python,uniform,numpy.random,73,0.0117,194
27,R,style.tex,fixest,69,0.0074,142
28,R,pt,stats,67,0.0072,188
29,R,model.response,stats,66,0.0071,114
30,R,pchisq,stats,66,0.0071,177
31,R,anova,stats,64,0.0069,275
32,Python,choice,numpy.random,64,0.0103,179
33,Python,permutation,numpy.random,63,0.0101,86
34,R,index,plm,59,0.0063,414
35,R,rq,quantreg,58,0.0062,118
36,R,dist,stats,55,0.0059,206
37,R,lm_robust,estimatr,55,0.0059,471
38,R,mvrnorm,MASS,54,0.0058,94
39,R,t.test,stats,54,0.0058,393
40,R,ts,stats,53,0.0057,110
41,R,qt,stats,52,0.0056,157
42,R,Surv,survival,51,0.0055,347
43,R,density,stats,51,0.0055,339
44,R,lm.fit,stats,49,0.0052,87
45,Python,minimize,scipy.optimize,46,0.0074,147
46,R,poly,stats,46,0.0049,1617
47,R,as.dendrogram,stats,45,0.0048,164
48,R,qbeta,stats,39,0.0042,103
49,R,rexp,stats,38,0.0041,42
50,R,rpois,stats,38,0.0041,104
51,R,matchit,MatchIt,37,0.0040,94
52,R,vcovCL,sandwich,37,0.0040,261
53,Python,weibull,numpy.random,37,0.0059,38
54,R,lmer,lme4,36,0.0039,269
55,R,window,stats,35,0.0037,140
56,R,coxph,survival,33,0.0035,278
57,R,hclust,stats,33,0.0035,192
58,R,pbeta,stats,33,0.0035,99
59,R,optimize,stats,32,0.0034,63
60,R,rgamma,stats,32,0.0034,37
61,Python,shuffle,numpy.random,32,0.0051,69
62,Python,LogisticRegression,sklearn.linear_model,31,0.0050,255
63,R,ginv,MASS,31,0.0033,125
64,R,rqss,quantreg,31,0.0033,46
65,R,linearHypothesis,car,30,0.0032,121
66,R,plm,plm,30,0.0032,327
67,R,qss,quantreg,30,0.0032,48
68,R,.l,fixest,29,0.0031,30
69,R,glm.nb,MASS,29,0.0031,138
70,R,persp,VGAM,29,0.0031,61
71,R,pf,stats,29,0.0031,95
72,R,cluster.vcov,multiwayvcov,28,0.0030,102
73,R,fixef,fixest;lme4;nlme;plm,28,0.0030,104
74,R,multinom,mgcv,28,0.0030,68
75,R,qchisq,stats,28,0.0030,57
76,R,sandwich,sandwich,28,0.0030,37
77,R,setFixest_dict,fixest,28,0.0030,43
78,Python,LinearRegression,sklearn.linear_model,27,0.0043,137
79,R,cov,stats,27,0.0029,121
80,R,pdata.frame,plm,27,0.0029,67
81,R,integrate,stats,26,0.0028,119
82,R,ivreg,AER;ivreg,26,0.0028,104
83,R,order.dendrogram,stats,26,0.0028,79
84,R,waldtest,lmtest,25,0.0027,76
85,Python,ols,statsmodels,24,0.0039,32
86,R,cutree,stats,23,0.0025,135
87,Python,default_rng,numpy.random,23,0.0037,42
88,R,reorder,stats,23,0.0025,52
89,R,uniroot,stats,23,0.0025,45
90,R,acf,stats,22,0.0024,65
91,R,lme,nlme,22,0.0024,102
92,Python,ppf,scipy.stats,22,0.0035,97
93,R,start,stats,22,0.0024,50
94,R,time,stats,22,0.0024,99
95,R,deriv,stats,21,0.0022,85
96,R,hat,stats,21,0.0022,87
97,R,estfun,fixest;sandwich,20,0.0021,29
98,R,match.data,MatchIt,20,0.0021,80
99,R,rchisq,stats,20,0.0021,34
100,R,rt,stats,20,0.0021,28
101,R,NeweyWest,sandwich,19,0.0020,84
102,R,delete.response,stats,19,0.0020,29
103,R,feglm,fixest,19,0.0020,40
104,R,is.leaf,stats,19,0.0020,59
105,R,printCoefmat,stats,19,0.0020,22
106,R,show,VGAM;lme4,19,0.0020,60
107,R,ave,stats,18,0.0019,40
108,Python,cdf,scipy.stats,18,0.0029,174
109,R,end,stats,18,0.0019,53
110,R,model.weights,stats,18,0.0019,23
111,R,polr,MASS,18,0.0019,149
112,R,rbeta,stats,18,0.0019,93
113,R,se,fixest;metafor,18,0.0019,102
114,R,deltamethod,metafor,17,0.0018,42
115,R,dpois,stats,17,0.0018,27
116,R,dwtest,lmtest,17,0.0018,17
117,R,ecdf,stats,17,0.0018,216
118,R,i,fixest,17,0.0018,49
119,R,laplace,VGAM,17,0.0018,25
120,R,qbinom,stats,17,0.0018,33
121,R,survfit,survival,17,0.0018,65
122,Python,Ridge,sklearn.linear_model,16,0.0026,80
123,R,cor.test,stats,16,0.0017,139
124,R,loess,stats,16,0.0017,53
125,R,qqnorm,stats,16,0.0017,34
126,R,splinefun,stats,16,0.0017,49
127,Python,OLS,statsmodels,15,0.0024,44
128,R,VarCorr,lme4;nlme;ordinal,15,0.0016,122
129,R,approxfun,stats,15,0.0016,103
130,R,bgtest,lmtest,15,0.0016,15
131,R,deltaMethod,car,15,0.0016,86
132,R,mediate,mediation,15,0.0016,106
133,R,model.extract,stats,15,0.0016,25
134,R,na.action,stats,15,0.0016,22
135,R,plogis,stats,15,0.0016,36
136,R,punif,stats,15,0.0016,45
137,Python,root,scipy.optimize,15,0.0024,35
138,R,strata,survival,15,0.0016,161
139,R,as.hclust,stats,14,0.0015,17
140,R,dbeta,stats,14,0.0015,47
141,R,dt,stats,14,0.0015,36
142,R,glm.control,stats,14,0.0015,35
143,R,hurdle,pscl,14,0.0015,24
144,R,lag,plm;stats,14,0.0015,1014
145,R,mad,stats,14,0.0015,22
146,R,p.adjust,stats,14,0.0015,45
147,R,rlnorm,stats,14,0.0015,21
148,R,arima,stats,13,0.0014,40
149,R,as.ts,stats,13,0.0014,19
150,R,dgamma,stats,13,0.0014,34
151,R,gam,mgcv,13,0.0014,79
152,R,intervals,nlme,13,0.0014,42
153,R,mahalanobis,stats,13,0.0014,15
154,R,nls,stats,13,0.0014,27
155,R,qpois,stats,13,0.0014,29
156,R,simulate,stats,13,0.0014,20
157,R,stepfun,stats,13,0.0014,27
158,R,weights,VGAM;stats,13,0.0014,24
159,Python,Bounds,scipy.optimize,12,0.0019,34
160,R,Match,Matching,12,0.0013,47
161,Python,OptimizeResult,scipy.optimize,12,0.0019,15
162,R,bptest,lmtest,12,0.0013,27
163,R,chisq.test,stats,12,0.0013,20
164,R,glmer,lme4,12,0.0013,25
165,R,latex,quantreg,12,0.0013,13
166,Python,multivariate_normal,numpy.random,12,0.0019,29
167,R,nlm,stats,12,0.0013,17
168,R,nlme,nlme,12,0.0013,31
169,R,pbinom,stats,12,0.0013,39
170,R,pgamma,stats,12,0.0013,37
171,R,ppois,stats,12,0.0013,42
172,R,rq.fit.sfn,quantreg,12,0.0013,14
173,R,s,VGAM;mgcv,12,0.0013,155
174,R,zeroinfl,pscl,12,0.0013,21
175,R,IQR,stats,11,0.0012,19
176,Python,Lasso,sklearn.linear_model,11,0.0018,28
177,R,akj,quantreg,11,0.0012,16
178,R,aov,stats,11,0.0012,51
179,R,cluster,survival,11,0.0012,180
180,R,cov2cor,stats,11,0.0012,16
181,R,gls,nlme,11,0.0012,21
182,R,iv_robust,estimatr,11,0.0012,77
183,R,lp,mgcv,11,0.0012,25
184,R,lqs,MASS,11,0.0012,17
185,Python,pairwise_distances,sklearn.metrics,11,0.0018,62
186,R,profile,stats,11,0.0012,12
187,R,tobit,AER;VGAM,11,0.0012,12
188,Python,accuracy_score,sklearn.metrics,10,0.0016,28
189,R,dbinom,stats,10,0.0011,24
190,R,kernHAC,sandwich,10,0.0011,10
191,R,prop.test,stats,10,0.0011,71
192,R,qqline,stats,10,0.0011,18
193,R,raintest,lmtest,10,0.0011,10
194,Python,random_sample,numpy.random,10,0.0016,23
195,R,resettest,lmtest,10,0.0011,15
196,Python,rvs,scipy.stats,10,0.0016,136
197,R,vcovPC,sandwich,10,0.0011,34
198,R,vcovPL,sandwich,10,0.0011,14
199,R,constrOptim,stats,9,0.0010,30
200,R,corAR1,nlme,9,0.0010,12
201,R,dendrapply,stats,9,0.0010,24
202,R,fepois,fixest,9,0.0010,159
203,R,hatvalues,VGAM;stats,9,0.0010,11
204,R,pacf,stats,9,0.0010,29
205,R,pcauchy,stats,9,0.0010,35
206,R,qgamma,stats,9,0.0010,23
207,Python,rankdata,scipy.stats,9,0.0014,39
208,R,symnum,stats,9,0.0010,9
209,R,wilcox.test,stats,9,0.0010,12
210,R,Box.test,stats,8,0.0009,21
211,Python,ElasticNet,sklearn.linear_model,8,0.0013,52
212,Python,PCG64,numpy.random,8,0.0013,11
213,R,approx,stats,8,0.0009,19
214,R,arima.sim,stats,8,0.0009,15
215,Python,brentq,scipy.optimize,8,0.0013,12
216,R,coefplot,fixest,8,0.0009,31
217,R,constraints,VGAM,8,0.0009,8
218,R,coxph.control,survival,8,0.0009,35
219,R,crq,quantreg,8,0.0009,8
220,R,dlog,VGAM,8,0.0009,36
221,R,dummy,lme4,8,0.0009,8
222,R,dunif,stats,8,0.0009,28
223,R,embed,stats,8,0.0009,10
224,R,ks.test,stats,8,0.0009,103
225,R,model.offset,stats,8,0.0009,12
226,R,nlsList,nlme,8,0.0009,14
227,R,plot.ts,stats,8,0.0009,12
228,R,ppoints,stats,8,0.0009,24
229,R,qf,stats,8,0.0009,45
230,R,qunif,stats,8,0.0009,20
231,Python,r2_score,sklearn.metrics,8,0.0013,19
232,R,ranef,lme4;metafor;nlme;ordinal;plm,8,0.0009,25
233,R,rcauchy,stats,8,0.0009,13
234,R,rdrobust,rdrobust,8,0.0009,51
235,R,reset,lmtest,8,0.0009,14
236,R,rnbinom,stats,8,0.0009,8
237,Python,sf,scipy.stats,8,0.0013,78
238,R,tsdiag,stats,8,0.0009,22
239,Python,BFGS,scipy.optimize,7,0.0011,13
240,Python,Generator,numpy.random,7,0.0011,211
241,Python,add_constant,statsmodels,7,0.0011,12
242,R,ar,stats,7,0.0007,18
243,R,as.dist,stats,7,0.0007,11
244,R,augPred,nlme,7,0.0007,12
245,R,cox.zph,survival,7,0.0007,25
246,R,demean,fixest,7,0.0007,25
247,R,dropRollCall,pscl,7,0.0007,7
248,R,frailty,survival,7,0.0007,228
249,R,frequency,stats,7,0.0007,22
250,R,getME,lme4,7,0.0007,22
251,R,ideal,pscl,7,0.0007,7
252,R,kweights,sandwich,7,0.0007,40
253,R,l,fixest,7,0.0007,88
254,R,lmList,lme4;nlme,7,0.0007,12
255,R,lm_lin,estimatr,7,0.0007,44
256,R,maxLik,plm,7,0.0007,7
257,R,panel,fixest,7,0.0007,10
258,Python,pdf,scipy.stats,7,0.0011,162
259,Python,rbf_kernel,sklearn.metrics,7,0.0011,21
260,R,readKH,pscl,7,0.0007,7
261,R,rlogis,stats,7,0.0007,9
262,R,rweibull,stats,7,0.0007,7
263,Python,spearmanr,scipy.stats,7,0.0011,91
264,R,stepAIC,MASS,7,0.0007,18
265,R,tsp,stats,7,0.0007,8
266,R,varIdent,nlme,7,0.0007,17
267,R,varPower,nlme,7,0.0007,16
268,R,MatchBalance,Matching,6,0.0006,10
269,Python,NonlinearConstraint,scipy.optimize,6,0.0010,58
270,Python,Perceptron,sklearn.linear_model,6,0.0010,27
271,R,Predict,car,6,0.0006,10
272,Python,SGDClassifier,sklearn.linear_model,6,0.0010,18
273,R,SSlogis,stats,6,0.0006,10
274,R,aggregate.data.frame,stats,6,0.0006,11
275,Python,confusion_matrix,sklearn.metrics,6,0.0010,30
276,R,cov.rob,MASS,6,0.0006,7
277,R,dispersiontest,AER,6,0.0006,18
278,R,dotchart,survey,6,0.0006,26
279,Python,euclidean_distances,sklearn.metrics,6,0.0010,22
280,R,fitdistr,MASS,6,0.0006,18
281,R,gnls,nlme,6,0.0006,8
282,R,influence.measures,stats,6,0.0006,11
283,Python,lognormal,numpy.random,6,0.0010,23
284,R,lowess,stats,6,0.0006,7
285,Python,mean_squared_error,sklearn.metrics,6,0.0010,24
286,Python,mode,scipy.stats,6,0.0010,36
287,R,nlminb,stats,6,0.0006,9
288,Python,norm,scipy.stats,6,0.0010,20
289,Python,pareto,numpy.random,6,0.0010,15
290,R,prcomp,stats,6,0.0006,6
291,R,princomp,stats,6,0.0006,9
292,Python,roc_auc_score,sklearn.metrics,6,0.0010,75
293,R,setFixest_fml,fixest,6,0.0006,20
294,R,spectrum,stats,6,0.0006,23
295,R,stl,stats,6,0.0006,9
296,R,supsmu,stats,6,0.0006,14
297,R,ts.intersect,stats,6,0.0006,7
298,R,vcovBS,sandwich,6,0.0006,12
299,R,.getXlevels,stats,5,0.0005,5
300,R,C,stats,5,0.0005,9
301,R,StructTS,stats,5,0.0005,5
302,Python,adjusted_rand_score,sklearn.metrics,5,0.0008,12
303,R,area,MASS,5,0.0005,5
304,R,betareg,betareg,5,0.0005,10
305,Python,binom,scipy.stats,5,0.0008,10
306,R,clusters,betareg,5,0.0005,8
307,R,combos,quantreg,5,0.0005,5
308,R,cov.wt,stats,5,0.0005,8
309,R,decompose,stats,5,0.0005,5
310,R,difference_in_means,estimatr,5,0.0005,104
311,R,dnbinom,stats,5,0.0005,10
312,R,encomptest,lmtest,5,0.0005,5
313,R,expand.model.frame,stats,5,0.0005,6
314,R,femlm,fixest,5,0.0005,7
315,R,fft,stats,5,0.0005,21
316,R,fitstat,fixest,5,0.0005,17
317,R,getData,lme4;nlme,5,0.0005,6
318,R,gqtest,lmtest,5,0.0005,5
319,Python,group_columns,scipy.optimize,5,0.0008,10
320,R,harvtest,lmtest,5,0.0005,5
321,R,horvitz_thompson,estimatr,5,0.0005,94
322,R,is.ts,stats,5,0.0005,10
323,Python,kendalltau,scipy.stats,5,0.0008,50
324,Python,kstest,scipy.stats,5,0.0008,16
325,Python,linear_sum_assignment,scipy.optimize,5,0.0008,17
326,R,lm_robust_fit,estimatr,5,0.0005,13
327,R,lsfit,stats,5,0.0005,9
328,Python,make_scorer,sklearn.metrics,5,0.0008,42
329,R,pFtest,plm,5,0.0005,5
330,R,pdDiag,nlme,5,0.0005,24
331,R,pgmm,plm,5,0.0005,5
332,R,phtest,plm,5,0.0005,5
333,R,plmtest,plm,5,0.0005,5
334,Python,pmf,scipy.stats,5,0.0008,61
335,R,pnbinom,stats,5,0.0005,24
336,R,pweibull,stats,5,0.0005,18
337,R,qqplot,stats,5,0.0005,5
338,R,qzipois,VGAM,5,0.0005,5
339,Python,recall_score,sklearn.metrics,5,0.0008,21
340,R,rgeom,stats,5,0.0005,5
341,R,rstandard,stats,5,0.0005,12
342,R,rzipois,VGAM,5,0.0005,5
343,R,shapiro.test,stats,5,0.0005,17
344,R,smooth,stats,5,0.0005,67
345,R,spline,stats,5,0.0005,7
346,R,summary.lm,stats,5,0.0005,7
347,Python,v_measure_score,sklearn.metrics,5,0.0008,16
348,R,vcovOPG,sandwich,5,0.0005,5
349,R,vcovSCC,plm,5,0.0005,5
350,Python,Halton,scipy.stats,4,0.0006,24
351,R,HoltWinters,stats,4,0.0004,4
352,R,Initialize,nlme,4,0.0004,16
353,Python,LinearConstraint,scipy.optimize,4,0.0006,21
354,R,Null,MASS,4,0.0004,4
355,Python,OrthogonalMatchingPursuit,sklearn.linear_model,4,0.0006,6
356,R,Recode,car,4,0.0004,6
357,R,SSasymp,stats,4,0.0004,5
358,R,SSasympOff,stats,4,0.0004,9
359,Python,Sobol,scipy.stats,4,0.0006,11
360,Python,WLS,statsmodels,4,0.0006,7
361,Python,acf,statsmodels,4,0.0006,5
362,R,alias,stats,4,0.0004,4
363,R,ar.yw,stats,4,0.0004,7
364,Python,average_precision_score,sklearn.metrics,4,0.0006,39
365,R,bam,mgcv,4,0.0004,5
366,R,bin,fixest,4,0.0004,9
367,R,bw.SJ,stats,4,0.0004,5
368,Python,check_grad,scipy.optimize,4,0.0006,5
369,Python,chi2,scipy.stats,4,0.0006,6
370,R,cophenetic,stats,4,0.0004,8
371,R,d,fixest,4,0.0004,13
372,R,dcauchy,stats,4,0.0004,8
373,R,dchisq,stats,4,0.0004,16
374,R,dexp,stats,4,0.0004,8
375,R,dgeom,stats,4,0.0004,8
376,R,dhyper,stats,4,0.0004,8
377,R,dlnorm,stats,4,0.0004,8
378,R,dlogis,stats,4,0.0004,8
379,R,dweibull,stats,4,0.0004,8
380,R,dwilcox,stats,4,0.0004,8
381,R,fdHess,nlme,4,0.0004,4
382,R,feNmlm,fixest,4,0.0004,8
383,R,fenegbin,fixest,4,0.0004,8
384,R,fisher.test,stats,4,0.0004,53
385,Python,fsolve,scipy.optimize,4,0.0006,4
386,R,gamSim,mgcv,4,0.0004,9
387,Python,get_scorer,sklearn.metrics,4,0.0006,23
388,R,kernel,stats,4,0.0004,8
389,Python,ks_2samp,scipy.stats,4,0.0006,11
390,R,ksmooth,stats,4,0.0004,17
391,Python,kurtosis,scipy.stats,4,0.0006,23
392,R,lm.wfit,stats,4,0.0004,8
393,R,magic,mgcv,4,0.0004,9
394,Python,mquantiles,scipy.stats,4,0.0006,4
395,Python,newton,scipy.optimize,4,0.0006,47
396,R,nlrq,quantreg,4,0.0004,4
397,R,optimHess,stats,4,0.0004,5
398,Python,pearsonr,scipy.stats,4,0.0006,42
399,R,pexp,stats,4,0.0004,16
400,R,pgeom,stats,4,0.0004,16
401,R,phyper,stats,4,0.0004,16
402,R,plnorm,stats,4,0.0004,16
403,Python,precision_score,sklearn.metrics,4,0.0006,12
404,R,pwilcox,stats,4,0.0004,16
405,R,qcauchy,stats,4,0.0004,16
406,R,qexp,stats,4,0.0004,16
407,R,qgeom,stats,4,0.0004,16
408,R,qhyper,stats,4,0.0004,16
409,R,qlnorm,stats,4,0.0004,16
410,R,qlogis,stats,4,0.0004,16
411,R,qnbinom,stats,4,0.0004,16
412,R,qweibull,stats,4,0.0004,16
413,R,qwilcox,stats,4,0.0004,16
414,R,rational,MASS,4,0.0004,36
415,R,rdbwselect,rdrobust,4,0.0004,22
416,R,rearrange,quantreg,4,0.0004,4
417,R,rf,stats,4,0.0004,4
418,R,rhyper,stats,4,0.0004,4
419,Python,root_scalar,scipy.optimize,4,0.0006,16
420,R,rwilcox,stats,4,0.0004,4
421,Python,skew,scipy.stats,4,0.0006,20
422,R,smooth.spline,stats,4,0.0004,4
423,Python,standard_normal,numpy.random,4,0.0006,12
424,R,vcovBK,plm,4,0.0004,76
425,R,ACF,nlme,3,0.0003,9
426,Python,ARDRegression,sklearn.linear_model,3,0.0005,11
427,R,Cv_to_Vv,lme4,3,0.0003,3
428,Python,LogisticRegressionCV,sklearn.linear_model,3,0.0005,33
429,Python,MT19937,numpy.random,3,0.0005,178
430,Python,PassiveAggressiveClassifier,sklearn.linear_model,3,0.0005,17
431,Python,ScalarFunction,scipy.optimize,3,0.0005,12
432,Python,SeedSequence,numpy.random,3,0.0005,9
433,R,Variogram,nlme,3,0.0003,9
434,R,Vv_to_Cv,lme4,3,0.0003,3
435,Python,approx_derivative,scipy.optimize,3,0.0005,71
436,R,bandwidth.rq,quantreg,3,0.0003,6
437,Python,bernoulli,scipy.stats,3,0.0005,6
438,Python,beta,scipy.stats,3,0.0005,6
439,Python,brier_score_loss,sklearn.metrics,3,0.0005,21
440,R,case.names,VGAM;stats,3,0.0003,3
441,Python,check_scoring,sklearn.metrics,3,0.0005,11
442,Python,chisquare,numpy.random,3,0.0005,5
443,R,coeftable,fixest,3,0.0003,8
444,R,confint.default,stats,3,0.0003,50
445,R,conley,fixest,3,0.0003,9
446,R,corCAR1,nlme,3,0.0003,3
447,R,corCompSymm,nlme,3,0.0003,6
448,R,corMatrix,nlme,3,0.0003,10
449,R,corSymm,nlme,3,0.0003,5
450,R,cycle,stats,3,0.0003,4
451,R,declaration_to_condition_pr_mat,estimatr,3,0.0003,26
452,Python,entropy,scipy.stats,3,0.0005,53
453,R,eqscplot,MASS,3,0.0003,31
454,Python,exponential,numpy.random,3,0.0005,5
455,Python,f1_score,sklearn.metrics,3,0.0005,10
456,R,family,stats,3,0.0003,3
457,R,findbars,lme4,3,0.0003,3
458,Python,gaussian_kde,scipy.stats,3,0.0005,3
459,R,gen_pr_matrix_cluster,estimatr,3,0.0003,5
460,R,getCall,stats,3,0.0003,3
461,R,getFixest_notes,fixest,3,0.0003,10
462,R,getFixest_nthreads,fixest,3,0.0003,9
463,R,glmmPQL,MASS,3,0.0003,5
464,R,kde2d,MASS,3,0.0003,4
465,R,lFormula,lme4,3,0.0003,9
466,Python,linregress,scipy.stats,3,0.0005,23
467,R,loess.smooth,stats,3,0.0003,6
468,Python,log_loss,sklearn.metrics,3,0.0005,19
469,Python,logcdf,scipy.stats,3,0.0005,20
470,Python,logpdf,scipy.stats,3,0.0005,42
471,Python,logpmf,scipy.stats,3,0.0005,20
472,R,lrtest.default,lmtest,3,0.0003,3
473,Python,mannwhitneyu,scipy.stats,3,0.0005,65
474,Python,mean,scipy.stats,3,0.0005,22
475,R,medsens,mediation,3,0.0003,11
476,R,mkDataTemplate,lme4,3,0.0003,3
477,R,mkMerMod,lme4,3,0.0003,3
478,R,mkParsTemplate,lme4,3,0.0003,3
479,R,mlist2vec,lme4,3,0.0003,3
480,Python,moment,scipy.stats,3,0.0005,39
481,R,na.contiguous,stats,3,0.0003,3
482,R,ncvTest,car,3,0.0003,6
483,Python,normalized_mutual_info_score,sklearn.metrics,3,0.0005,11
484,Python,normaltest,scipy.stats,3,0.0005,12
485,R,optimise,stats,3,0.0003,4
486,R,optimizeLmer,lme4,3,0.0003,3
487,R,pR2,pscl,3,0.0003,61
488,Python,pairwise_distances_argmin,sklearn.metrics,3,0.0005,5
489,Python,pairwise_kernels,sklearn.metrics,3,0.0005,15
490,R,parcoord,MASS,3,0.0003,4
491,R,pdBlocked,nlme,3,0.0003,4
